;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
ПРАЙС-ЛИСТ НА 08.11.2021;;;;;;;;;;
МОСКВА- тел.+7(495)956-78-25, e-mail: fedor12volt@mail.ru;;;;;;;;;;
САНКТ-ПЕТЕРБУРГ- тел.+7(812)337-13-75, e-mail :alex12v@bk.ru;;;;;;;;;;
;Упаковка;Опт, руб.;РРЦ / INTERNET;Заказ,    шт.;Поступления                              Изменение цены;ССЫЛКА ;;;;
URAL SPT-DB1012GA (6,3 мм) (цена указана за упаковку: 6шт. с красным кембриком + 6шт. с чёрным кембриком);упк;85.00р.;130.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2764/;;;;
URAL SPT-DB14GA (2,8 мм) (цена указана за упаковку: 6шт. с красным кембриком + 6шт. с чёрным кембриком);упк;85.00р.;130.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2765/;;;;
URAL SPTU-DB1416GA (4,2 мм) (цена указана за упаковку: 6шт. с красным кембриком + 6шт. с чёрным кембриком);упк;85.00р.;130.00р.;;;http://www.master12volt.ru/products/akusticheskiy-kabel/3435/;;;;
URAL SPT-DB14GA (5,5 мм) (цена указана за упаковку: 6шт. с красным кембриком + 6шт. с чёрным кембриком);упк;85.00р.;130.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2766/;;;;
URAL SPT-DB14GA (6,3 мм) (цена указана за упаковку: 6шт. с красным кембриком + 6шт. с чёрным кембриком);упк;85.00р.;130.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2767/;;;;
ПРЕДОХРАНИТЕЛИ, ПРЕДОХРАНИТЕЛЬ-АВТОМАТ;;;;;;;;;;
URAL AF-DB100 предохранитель-автомат;1 шт.;850.00р.;1,090.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4131/;;;;
URAL AF-DB150 предохранитель-автомат;1 шт.;850.00р.;1,090.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4132/;;;;
URAL AF-DB200 предохранитель-автомат;1 шт.;850.00р.;1,090.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4133/;;;;
URAL AF-DB250 предохранитель-автомат;1 шт.;850.00р.;1,090.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4134/;;;;
URAL AF-DB300 предохранитель-автомат;1 шт.;850.00р.;1,090.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4135/;;;;
Ural ANL-DB80 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2768/;;;;
Ural ANL-DB100 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2769/;;;;
Ural ANL-DB150 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2770/;;;;
Ural ANL-DB200 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2771/;;;;
Ural ANL-DB250 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2772/;;;;
Ural ANL-DB300 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2773/;;;;
Ural ANL-DB350 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2774/;;;;
Ural ANL-DB400 (цена за упаковку 2шт.);упк;110.00р.;210.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2775/;;;;
Ural MiniANL-DB60 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2776/;;;;
Ural MiniANL-DB80 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2777/;;;;
Ural MiniANL-DB100 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2778/;;;;
Ural MiniANL-DB150 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2779/;;;;
Ural MiniANL-DB200 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2780/;;;;
Ural AGU-DB30 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2781/;;;;
Ural AGU-DB50 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2782/;;;;
Ural AGU-DB60 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2783/;;;;
Ural AGU-DB80 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2784/;;;;
Ural AGU-DB100 (цена за упаковку 5шт.);упк;130.00р.;230.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2785/;;;;
ДЕРЖАТЕЛИ ПРЕДОХРАНИТЕЛЕЙ  /  КОЛБЫ / РАСПЕДЕЛИТЕЛИ ПИТАНИЯ;;;;;;;;;;
FORCAR MANL 01 Терминал предохранителя Mini ANL, колба, +пред.80A;1 шт.;200.00р.;270.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5070/;;;;
FORCAR MANL 011 Терминал предохранителя Mini ANL, колба, +пред.100A;1 шт.;200.00р.;270.00р.;;;;;;;
FORCAR MANL 02 Терминал предохранителя Mini ANL, +пред.80A;1 шт.;200.00р.;270.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5071/;;;;
FORCAR MANL 021 Терминал предохранителя Mini ANL, +пред.100A;1 шт.;200.00р.;270.00р.;;;;;;;
Ural FH-DB01;1 шт.;190.00р.;390.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2808/;;;;
Ural FH-DB02;1 шт.;490.00р.;690.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2809/;;;;
Ural FH-DB03;1 шт.;190.00р.;390.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2810/;;;;
Ural FH-DB04;1 шт.;450.00р.;650.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2811/;;;;
Ural FH-DB05;1 шт.;110.00р.;180.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2812/;;;;
Ural FH-DB06;1 шт.;120.00р.;190.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3437/;;;;
Ural FH-DB07;1 шт.;280.00р.;390.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/4150/?sphrase_id=5149;;;;
Ural FH-DB08;1 шт.;190.00р.;290.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4667/;;;;
Ural FH-DB09;1 шт.;350.00р.;490.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4668/;;;;
Ural PB-DB01         ;1 шт.;350.00р.;490.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2813/;;;;
Ural PB-DB02AGU       ;1 шт.;290.00р.;450.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2814/?sphrase_id=5150;;;;
Ural PB-DB03AGU ;1 шт.;350.00р.;490.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2815/;;;;
Ural PB-DB04ANL   ;1 шт.;590.00р.;890.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2816/;;;;
Ural PB-DB05ANL/MiniANL   ;1 шт.;450.00р.;690.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2817/;;;;
Ural PB-DB06ANL/MiniANL   ;1 шт.;890.00р.;1,200.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2818/;;;;
Ural PB-DB07 ;1 шт.;320.00р.;470.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/2819/;;;;
Ural PB-DB08  ;1 шт.;290.00р.;420.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3438/;;;;
Ural PB-DB09 ;1 шт.;420.00р.;590.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3439/;;;;
Ural PB-DB10    ;1 шт.;350.00р.;490.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3440/;;;;
Ural PB-DB11;1 шт.;270.00р.;370.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/3627/;;;;
Ural PB-DB12;1 шт.;280.00р.;380.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3628/;;;;
Ural PB-DB13MiniANL      ;1 шт.;480.00р.;620.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4669/;;;;
Ural PB-DB14MiniANL;1 шт.;350.00р.;500.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4670/;;;;
Ural PB-DB15;1 шт.;450.00р.;600.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/4136/;;;;
Ural PB-DB16;1 шт.;320.00р.;450.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/4137/;;;;
Ural PB-DB17;1 шт.;220.00р.;320.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/4138/?sphrase_id=5161;;;;
Ural PB-DB Extreme SPL Distributor;1 шт.;890.00р.;1,190.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3441/;;;;
Ural PB-DB Big SPL Distributor ;1 шт.;1,350.00р.;1,800.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3629/;;;;
 ВОЛЬТМЕТРЫ / ШУМОПОДАВИТЕЛЬ;;;;;;;;;;
Ural DB Voltmeter (синий) ;1 шт.;550.00р.;650.00р.;;;http://www.master12volt.ru/products/voltmetry/2802/;;;;
Ural DB Voltmeter (белый) ;1 шт.;550.00р.;650.00р.;;;http://www.master12volt.ru/products/voltmetry/2803/;;;;
Ural DB Voltmeter (красный);1 шт.;550.00р.;650.00р.;;;http://www.master12volt.ru/products/voltmetry/2804/;;;;
Ural DB Voltmeter (зеленый);1 шт.;550.00р.;650.00р.;;;http://www.master12volt.ru/products/voltmetry/2805/;;;;
Ural DB Voltmeter (оранжевый);1 шт.;550.00р.;650.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/voltmetry/2806/;;;;
Ural Filter (шумоподавитель);1 шт.;550.00р.;650.00р.;;На складе!!!;http://www.master12volt.ru/products/voltmetry/2807/;;;;
ПРОФЕССИОНАЛЬНЫЕ АККУМУЛЯТОРНЫЕ КЛЕММЫ;;;;;;;;;;
Ural BT-DB01+      ;1 шт.;290.00р.;490.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/2791/;;;;
Ural BT-DB01- ;1 шт.;290.00р.;490.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/2792/;;;;
Ural BT-DB02+;1 шт.;390.00р.;650.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/akkumulyatornye_klemmy/2793/?sphrase_id=5148;;;;
Ural BT-DB02-;1 шт.;390.00р.;650.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/2794/;;;;
Ural BT-DB03+   ;1 шт.;220.00р.;300.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3442/;;;;
Ural BT-DB03-;1 шт.;220.00р.;300.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3443/;;;;
Ural BT-DB04;комплект;250.00р.;350.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4139/;;;;
МОНТАЖНЫЕ КОМПЛЕКТЫ и АКСЕССУАРЫ;;;;;;;;;;
Комплект  для подключения усилителя AURA AMP-1210 (10 Ga) пакет;1 шт.;750.00р.;1,050.00р.;;;http://www.master12volt.ru/products/avtozvuk/4713/;;;;
Комплект  для подключения усилителя AURA AMP-1208 (8 Ga) пакет;1 шт.;790.00р.;1,110.00р.;;;http://www.master12volt.ru/products/avtozvuk/4714/;;;;
Комплект  для подключения усилителя AURA AMP-1204 (4 Ga) пакет;1 шт.;1,290.00р.;1,810.00р.;;;http://www.master12volt.ru/products/avtozvuk/4715/;;;;
Комплект  для подключения усилителя AURA AMP-1410 (10 Ga) пакет;1 шт.;990.00р.;1,390.00р.;;;http://www.master12volt.ru/products/avtozvuk/4716/;;;;
Комплект  для подключения усилителя AURA AMP-1408 (8 Ga) пакет;1 шт.;990.00р.;1,390.00р.;;;http://www.master12volt.ru/products/avtozvuk/4717/;;;;
Комплект  для подключения усилителя AURA AMP-1404 (4 Ga) пакет;1 шт.;1,490.00р.;2,090.00р.;;;http://www.master12volt.ru/products/avtozvuk/4718/;;;;
Комплект  для подключения усилителя AURA AMP-2204 (4 Ga);5 шт.;1,590.00р.;1,990.00р.;;;http://www.master12volt.ru/products/avtozvuk/4438/;;;;
Комплект  для подключения усилителя AURA AMP-2208 (8 Ga);5 шт.;1,150.00р.;1,390.00р.;;;http://www.master12volt.ru/products/avtozvuk/4252/;;;;
Комплект  для подключения усилителя AURA AMP-2210 (10 Ga);5 шт.;950.00р.;1,190.00р.;;;http://www.master12volt.ru/products/mezhblochnyy-kabel/4162/;;;;
Комплект  для подключения усилителя AURA AMP-2404 (4 Ga);5 шт.;1,990.00р.;2,490.00р.;;;http://www.master12volt.ru/products/avtozvuk/4439/;;;;
Комплект  для подключения усилителя AURA AMP-2408 (8 Ga);5 шт.;1,390.00р.;1,790.00р.;;;http://www.master12volt.ru/products/avtozvuk/4253/;;;;
Комплект  для подключения усилителя AURA AMP-2410 (10 Ga);5 шт.;1,190.00р.;1,490.00р.;;;http://www.master12volt.ru/products/aura7/4254/;;;;
Установочный комплект проводов FORCAR SQ 2.04 для подключения 2х кан.усилителя 4 Ga;1 комплект;1,700.00р.;2,200.00р.;;;http://www.master12volt.ru/products/avtozvuk/4762/;;;;
Установочный комплект проводов FORCAR SQ 2.08 для подключения 2х кан.усилителя 8 Ga;1 комплект;1,150.00р.;1,500.00р.;;;http://www.master12volt.ru/products/avtozvuk/4763/;;;;
Установочный комплект проводов FORCAR SQ 2.10 для подключения 2х кан.усилителя 10 Ga;1 комплект;850.00р.;1,000.00р.;;;http://www.master12volt.ru/products/avtozvuk/4764/;;;;
Установочный комплект проводов FORCAR SQ 4.04 для подключения 4х кан.усилителя 4 Ga;1 комплект;2,000.00р.;2,500.00р.;;;http://www.master12volt.ru/products/avtozvuk/4765/;;;;
Установочный комплект проводов FORCAR SQ 4.08 для подключения 4х кан.усилителя 8 Ga;1 комплект;1,470.00р.;1,700.00р.;;;http://www.master12volt.ru/products/avtozvuk/4766/;;;;
Установочный комплект проводов FORCAR SQ 4.10 для подключения 4х кан.усилителя 10 Ga;1 комплект;1,000.00р.;1,100.00р.;;;http://www.master12volt.ru/products/avtozvuk/4767/;;;;
Установочный набор URAL МОЛОТ К-МТ8;1 комплект;550.00р.;800.00р.;;;http://www.master12volt.ru/products/avtozvuk/5108/;;;;
Установочный набор URAL МОЛОТ К2-МТ8;1 комплект;950.00р.;1,290.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/avtozvuk/5109/;;;;
Установочный набор URAL МОЛОТ К4-МТ8;1 комплект;1,190.00р.;1,590.00р.;;;http://www.master12volt.ru/products/avtozvuk/5110/;;;;
Установочный набор URAL МОЛОТ К2-МТ4;1 комплект;1,450.00р.;1,890.00р.;;;http://www.master12volt.ru/products/avtozvuk/5111/;;;;
Установочный набор URAL МОЛОТ К4-МТ4;1 комплект;1,650.00р.;2,150.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/avtozvuk/5112/;;;;
Ural HS-DB4MM (цена указана за упаковку 10шт. длиной 4 см. 5 шт. красных и 5 шт. черных);1 шт.;40.00р.;60.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/3448/;;;;
Ural HS-DB8MM (цена указана за упаковку 10шт. длиной 4 см. 5 шт. красных и 5 шт. черных);1 шт.;50.00р.;70.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/3449/;;;;
Ural HS-DB15MM (цена указана за упаковку 10шт. длиной 4 см. 5 шт. красных и 5 шт. черных);1 шт.;60.00р.;90.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/3450/;;;;
Ural HS-DB18MM (цена указана за упаковку 10шт. длиной 4 см. 5 шт. красных и 5 шт. черных);1 шт.;80.00р.;110.00р.;;;http://www.master12volt.ru/products/montazhnye_komplekty_i_aksessuary/3451/;;;;
Ural INSULATION TUBE (цена указана за упаковку 10шт. кембриков+термоусадочные трубки длиной 4 см. 5 шт. красных и 5 шт. черных);1 шт.;250.00р.;350.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/2797/;;;;
URAL WP-DB0GA  (цена указана за моток 10 метров)  оплетка типа «змеиная кожа»;1 шт.;340.00р.;500.00р.;;ОЖИДАЕТСЯ !!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/2798/;;;;
